Order_ID,Order_Date,Product,Quantity,Sale_Price,Cost_Price,Month,Year,Profit,Profit_Margin
ORD-91,2023-09-17,Laptop,1,30000.0,22262,9,2023,7738.0,25.79
ORD-94,2023-07-10,Shoes,2,30000.0,35815,7,2023,-5815.0,-19.38
ORD-96,2023-08-06,Mobile,3,2000.0,2722,8,2023,-722.0,-36.1
ORD-98,2023-06-11,Shoes,3,2000.0,2651,6,2023,-651.0,-32.55
ORD-99,2023-07-21,Shoes,2,30000.0,22606,7,2023,7394.0,24.65
ORD-101,2024-04-28,Shoes,2,30000.0,1683,4,2024,28317.0,94.39
ORD-102,2023-09-27,Laptop,3,50000.0,19394,9,2023,30606.0,61.21
ORD-105,2023-09-28,Mobile,1,30000.0,9505,9,2023,20495.0,68.32
ORD-106,2024-03-31,Shoes,2,30000.0,6492,3,2024,23508.0,78.36
ORD-107,2024-04-06,Mobile,3,30000.0,17827,4,2024,12173.0,40.58
ORD-108,2023-08-03,Shoes,1,50000.0,28492,8,2023,21508.0,43.02
ORD-109,2023-09-09,Shoes,3,50000.0,4266,9,2023,45734.0,91.47
ORD-110,2023-07-09,Shirt,2,30000.0,6909,7,2023,23091.0,76.97
ORD-113,2023-07-27,Mobile,3,30000.0,8819,7,2023,21181.0,70.6
ORD-114,2023-08-25,Mobile,2,2000.0,30136,8,2023,-28136.0,-1406.8
ORD-115,2023-12-04,Laptop,1,50000.0,15837,12,2023,34163.0,68.33
ORD-116,2024-01-02,Shirt,3,50000.0,11056,1,2024,38944.0,77.89
ORD-117,2023-02-22,Mobile,1,2000.0,1715,2,2023,285.0,14.25
ORD-118,2023-10-07,Laptop,3,30000.0,18275,10,2023,11725.0,39.08
ORD-121,2023-09-09,Mobile,1,50000.0,9894,9,2023,40106.0,80.21
ORD-122,2023-07-07,Shirt,1,2000.0,19717,7,2023,-17717.0,-885.85
ORD-124,2024-05-07,Mobile,1,50000.0,24321,5,2024,25679.0,51.36
ORD-128,2023-10-28,Shirt,1,50000.0,22443,10,2023,27557.0,55.11
ORD-129,2023-03-06,Shoes,1,2000.0,11443,3,2023,-9443.0,-472.15
ORD-130,2023-12-11,Laptop,1,30000.0,38208,12,2023,-8208.0,-27.36
ORD-131,2023-11-23,Shoes,1,2000.0,2783,11,2023,-783.0,-39.15
ORD-133,2023-12-10,Shoes,1,2000.0,6385,12,2023,-4385.0,-219.25
ORD-135,2024-05-06,Mobile,1,50000.0,7982,5,2024,42018.0,84.04
ORD-136,2023-05-16,Shirt,1,50000.0,36351,5,2023,13649.0,27.3
ORD-137,2024-04-16,Laptop,3,50000.0,14407,4,2024,35593.0,71.19
ORD-139,2023-05-19,Mobile,1,2000.0,25838,5,2023,-23838.0,-1191.9
ORD-140,2024-05-13,Shirt,1,30000.0,28207,5,2024,1793.0,5.98
ORD-141,2023-03-22,Laptop,1,30000.0,29402,3,2023,598.0,1.99
ORD-142,2024-01-27,Laptop,3,50000.0,3430,1,2024,46570.0,93.14
ORD-143,2023-06-12,Shirt,3,30000.0,3936,6,2023,26064.0,86.88
ORD-145,2023-10-16,Shirt,3,2000.0,26115,10,2023,-24115.0,-1205.75
ORD-146,2024-01-14,Mobile,2,30000.0,10307,1,2024,19693.0,65.64
ORD-147,2023-09-18,Shoes,3,30000.0,7709,9,2023,22291.0,74.3
ORD-148,2024-05-04,Mobile,3,2000.0,30854,5,2024,-28854.0,-1442.7
ORD-149,2023-08-19,Shoes,3,30000.0,21707,8,2023,8293.0,27.64
ORD-150,2023-02-10,Shirt,1,2000.0,36187,2,2023,-34187.0,-1709.35
ORD-154,2023-11-24,Shoes,1,50000.0,24371,11,2023,25629.0,51.26
ORD-156,2024-02-22,Shirt,1,30000.0,22693,2,2024,7307.0,24.36
ORD-157,2023-02-02,Shoes,1,50000.0,35303,2,2023,14697.0,29.39
ORD-158,2023-02-17,Mobile,1,50000.0,22137,2,2023,27863.0,55.73
ORD-159,2024-02-11,Shoes,3,50000.0,16365,2,2024,33635.0,67.27
ORD-161,2023-08-04,Shirt,3,50000.0,5190,8,2023,44810.0,89.62
ORD-164,2023-06-21,Laptop,1,50000.0,4960,6,2023,45040.0,90.08
ORD-165,2023-12-26,Mobile,1,50000.0,31185,12,2023,18815.0,37.63
ORD-166,2023-08-02,Shirt,1,30000.0,11564,8,2023,18436.0,61.45
ORD-167,2024-04-19,Shirt,3,50000.0,6091,4,2024,43909.0,87.82
ORD-169,2024-03-24,Shirt,2,30000.0,4710,3,2024,25290.0,84.3
ORD-170,2023-08-15,Laptop,3,30000.0,8988,8,2023,21012.0,70.04
ORD-172,2024-03-06,Mobile,3,50000.0,29114,3,2024,20886.0,41.77
ORD-173,2024-04-06,Laptop,2,50000.0,24074,4,2024,25926.0,51.85
ORD-174,2023-05-11,Mobile,2,2000.0,22198,5,2023,-20198.0,-1009.9
ORD-175,2023-09-14,Shoes,1,50000.0,11509,9,2023,38491.0,76.98
ORD-176,2023-01-05,Laptop,2,2000.0,26180,1,2023,-24180.0,-1209.0
ORD-177,2023-08-06,Laptop,3,30000.0,17560,8,2023,12440.0,41.47
ORD-178,2023-09-12,Shirt,1,30000.0,39938,9,2023,-9938.0,-33.13
ORD-179,2024-02-02,Laptop,2,30000.0,36391,2,2024,-6391.0,-21.3
ORD-180,2023-12-25,Mobile,1,2000.0,29731,12,2023,-27731.0,-1386.55
ORD-183,2023-07-26,Mobile,1,30000.0,38133,7,2023,-8133.0,-27.11
ORD-184,2023-01-15,Shoes,1,2000.0,12379,1,2023,-10379.0,-518.95
ORD-185,2023-12-12,Shoes,2,2000.0,5340,12,2023,-3340.0,-167.0
ORD-186,2023-02-11,Shoes,3,30000.0,5755,2,2023,24245.0,80.82
ORD-187,2024-01-15,Laptop,3,50000.0,20905,1,2024,29095.0,58.19
ORD-188,2024-04-05,Mobile,2,30000.0,19259,4,2024,10741.0,35.8
ORD-189,2023-06-28,Mobile,3,2000.0,32255,6,2023,-30255.0,-1512.75
ORD-190,2023-03-04,Laptop,1,50000.0,37726,3,2023,12274.0,24.55
ORD-192,2023-08-19,Shoes,1,50000.0,32614,8,2023,17386.0,34.77
ORD-194,2023-02-21,Laptop,1,2000.0,9599,2,2023,-7599.0,-379.95
ORD-195,2023-04-06,Shoes,2,30000.0,22774,4,2023,7226.0,24.09
ORD-196,2024-01-23,Shirt,1,30000.0,9715,1,2024,20285.0,67.62
ORD-197,2023-08-10,Shirt,1,30000.0,22997,8,2023,7003.0,23.34
ORD-198,2024-04-29,Shoes,2,30000.0,36818,4,2024,-6818.0,-22.73
ORD-199,2024-02-11,Shirt,1,30000.0,15783,2,2024,14217.0,47.39
ORD-200,2023-08-19,Mobile,1,2000.0,32262,8,2023,-30262.0,-1513.1
ORD-201,2023-08-25,Mobile,3,2000.0,24476,8,2023,-22476.0,-1123.8
ORD-202,2023-05-23,Mobile,2,30000.0,3397,5,2023,26603.0,88.68
ORD-203,2023-06-20,Shirt,1,50000.0,28475,6,2023,21525.0,43.05
ORD-204,2023-01-29,Mobile,1,30000.0,35077,1,2023,-5077.0,-16.92
ORD-209,2023-07-06,Mobile,1,30000.0,11233,7,2023,18767.0,62.56
ORD-211,2023-03-27,Laptop,3,50000.0,11726,3,2023,38274.0,76.55
ORD-212,2023-10-11,Shirt,3,30000.0,27768,10,2023,2232.0,7.44
ORD-214,2023-06-19,Shoes,3,30000.0,1145,6,2023,28855.0,96.18
ORD-215,2023-02-14,Shirt,2,30000.0,20958,2,2023,9042.0,30.14
ORD-216,2023-03-03,Shirt,1,30000.0,27203,3,2023,2797.0,9.32
ORD-217,2024-03-16,Mobile,1,2000.0,22307,3,2024,-20307.0,-1015.35
ORD-219,2023-10-11,Shoes,3,2000.0,38490,10,2023,-36490.0,-1824.5
ORD-220,2023-01-28,Shoes,1,50000.0,4598,1,2023,45402.0,90.8
ORD-221,2023-04-18,Shirt,2,50000.0,14583,4,2023,35417.0,70.83
ORD-222,2023-02-13,Mobile,1,2000.0,18013,2,2023,-16013.0,-800.65
ORD-224,2023-10-13,Shirt,1,30000.0,38120,10,2023,-8120.0,-27.07
ORD-225,2024-03-21,Shirt,3,50000.0,10096,3,2024,39904.0,79.81
ORD-226,2023-11-27,Shirt,3,50000.0,6555,11,2023,43445.0,86.89
ORD-227,2023-05-08,Shoes,1,50000.0,33719,5,2023,16281.0,32.56
ORD-229,2024-04-17,Shirt,1,2000.0,11809,4,2024,-9809.0,-490.45
ORD-230,2023-08-19,Shirt,3,2000.0,28365,8,2023,-26365.0,-1318.25
ORD-232,2023-08-13,Shirt,3,50000.0,26964,8,2023,23036.0,46.07
ORD-235,2023-10-10,Shoes,2,2000.0,21639,10,2023,-19639.0,-981.95
ORD-238,2023-04-26,Laptop,1,50000.0,30470,4,2023,19530.0,39.06
ORD-239,2024-04-05,Shirt,1,30000.0,6178,4,2024,23822.0,79.41
ORD-240,2023-08-21,Laptop,2,50000.0,11898,8,2023,38102.0,76.2
ORD-241,2023-09-16,Shirt,1,2000.0,6566,9,2023,-4566.0,-228.3
ORD-242,2023-12-25,Shirt,3,30000.0,21353,12,2023,8647.0,28.82
ORD-243,2023-07-17,Shoes,1,50000.0,39188,7,2023,10812.0,21.62
ORD-246,2023-05-17,Mobile,2,30000.0,23272,5,2023,6728.0,22.43
ORD-247,2023-11-14,Shoes,2,30000.0,22716,11,2023,7284.0,24.28
ORD-249,2023-08-13,Shoes,1,2000.0,24170,8,2023,-22170.0,-1108.5
ORD-250,2023-11-03,Shirt,1,50000.0,36162,11,2023,13838.0,27.68
ORD-252,2023-06-21,Laptop,1,50000.0,9070,6,2023,40930.0,81.86
ORD-253,2023-06-01,Mobile,2,50000.0,30472,6,2023,19528.0,39.06
ORD-254,2024-04-07,Mobile,2,50000.0,35789,4,2024,14211.0,28.42
ORD-255,2023-11-11,Laptop,1,50000.0,21982,11,2023,28018.0,56.04
ORD-256,2024-01-09,Mobile,1,2000.0,32518,1,2024,-30518.0,-1525.9
ORD-257,2023-06-09,Shirt,2,2000.0,20399,6,2023,-18399.0,-919.95
ORD-258,2023-04-06,Shoes,3,2000.0,28313,4,2023,-26313.0,-1315.65
ORD-262,2023-04-23,Laptop,2,2000.0,29530,4,2023,-27530.0,-1376.5
ORD-263,2023-11-14,Shoes,3,50000.0,1893,11,2023,48107.0,96.21
ORD-264,2024-05-11,Shoes,3,2000.0,29724,5,2024,-27724.0,-1386.2
ORD-266,2023-02-21,Shoes,1,30000.0,14613,2,2023,15387.0,51.29
ORD-268,2023-10-22,Mobile,1,50000.0,7087,10,2023,42913.0,85.83
ORD-269,2024-01-21,Shirt,3,2000.0,36701,1,2024,-34701.0,-1735.05
ORD-270,2024-01-22,Mobile,1,30000.0,19665,1,2024,10335.0,34.45
ORD-271,2023-04-23,Laptop,1,30000.0,35148,4,2023,-5148.0,-17.16
ORD-272,2023-04-11,Shoes,1,50000.0,30622,4,2023,19378.0,38.76
ORD-273,2023-04-23,Shirt,1,2000.0,31298,4,2023,-29298.0,-1464.9
ORD-274,2024-03-15,Shirt,3,30000.0,17867,3,2024,12133.0,40.44
ORD-276,2023-07-06,Shoes,1,50000.0,21163,7,2023,28837.0,57.67
ORD-277,2023-04-23,Laptop,3,30000.0,7101,4,2023,22899.0,76.33
ORD-278,2023-01-02,Laptop,1,50000.0,38722,1,2023,11278.0,22.56
ORD-279,2023-05-10,Shirt,3,2000.0,39721,5,2023,-37721.0,-1886.05
ORD-280,2023-08-08,Laptop,1,2000.0,34546,8,2023,-32546.0,-1627.3
ORD-281,2023-02-23,Mobile,1,2000.0,4475,2,2023,-2475.0,-123.75
ORD-283,2024-04-29,Laptop,2,30000.0,15890,4,2024,14110.0,47.03
ORD-284,2023-08-12,Shirt,1,2000.0,24270,8,2023,-22270.0,-1113.5
ORD-286,2024-01-20,Laptop,2,2000.0,28853,1,2024,-26853.0,-1342.65
ORD-287,2024-02-07,Mobile,1,2000.0,9601,2,2024,-7601.0,-380.05
ORD-288,2023-05-06,Mobile,3,30000.0,18443,5,2023,11557.0,38.52
ORD-290,2023-02-22,Shoes,3,2000.0,13735,2,2023,-11735.0,-586.75
ORD-293,2023-06-09,Shoes,1,2000.0,14974,6,2023,-12974.0,-648.7
ORD-294,2023-07-17,Shirt,1,2000.0,11623,7,2023,-9623.0,-481.15
ORD-295,2024-02-20,Laptop,3,50000.0,16395,2,2024,33605.0,67.21
ORD-296,2023-09-04,Shoes,1,30000.0,7469,9,2023,22531.0,75.1
ORD-297,2023-11-20,Shirt,2,2000.0,26040,11,2023,-24040.0,-1202.0
ORD-298,2024-03-14,Laptop,3,50000.0,4166,3,2024,45834.0,91.67
ORD-299,2023-07-22,Shoes,1,30000.0,22637,7,2023,7363.0,24.54
ORD-300,2023-07-03,Laptop,1,2000.0,3209,7,2023,-1209.0,-60.45
ORD-302,2024-02-05,Shirt,1,30000.0,34067,2,2024,-4067.0,-13.56
ORD-304,2023-10-21,Mobile,2,50000.0,25931,10,2023,24069.0,48.14
ORD-305,2023-10-07,Laptop,1,2000.0,34331,10,2023,-32331.0,-1616.55
ORD-306,2023-11-21,Shirt,1,50000.0,13201,11,2023,36799.0,73.6
ORD-307,2024-01-07,Mobile,2,2000.0,32305,1,2024,-30305.0,-1515.25
ORD-308,2023-04-08,Shoes,2,2000.0,18574,4,2023,-16574.0,-828.7
ORD-310,2024-04-14,Laptop,3,50000.0,11096,4,2024,38904.0,77.81
ORD-314,2023-04-07,Mobile,1,50000.0,19802,4,2023,30198.0,60.4
ORD-315,2023-07-20,Mobile,1,2000.0,19947,7,2023,-17947.0,-897.35
ORD-316,2023-05-04,Mobile,1,2000.0,20335,5,2023,-18335.0,-916.75
ORD-317,2023-07-06,Mobile,1,50000.0,30907,7,2023,19093.0,38.19
ORD-318,2023-11-22,Shirt,1,2000.0,17653,11,2023,-15653.0,-782.65
ORD-319,2024-04-08,Shoes,1,50000.0,23031,4,2024,26969.0,53.94
ORD-320,2023-12-15,Shoes,2,50000.0,10119,12,2023,39881.0,79.76
ORD-321,2023-09-16,Shirt,3,2000.0,5555,9,2023,-3555.0,-177.75
ORD-322,2023-05-28,Laptop,1,30000.0,2042,5,2023,27958.0,93.19
ORD-324,2024-03-18,Laptop,2,50000.0,5188,3,2024,44812.0,89.62
ORD-325,2024-02-24,Shoes,2,50000.0,14060,2,2024,35940.0,71.88
ORD-326,2024-02-07,Laptop,3,30000.0,11233,2,2024,18767.0,62.56
ORD-327,2023-12-12,Shirt,3,50000.0,4088,12,2023,45912.0,91.82
ORD-328,2024-03-26,Mobile,3,50000.0,2646,3,2024,47354.0,94.71
ORD-329,2023-05-27,Laptop,2,2000.0,14127,5,2023,-12127.0,-606.35
ORD-330,2023-05-28,Mobile,3,2000.0,33615,5,2023,-31615.0,-1580.75
ORD-331,2023-12-18,Laptop,1,30000.0,1487,12,2023,28513.0,95.04
ORD-332,2023-07-18,Laptop,3,50000.0,16453,7,2023,33547.0,67.09
ORD-334,2024-05-03,Laptop,2,2000.0,17911,5,2024,-15911.0,-795.55
ORD-337,2023-05-08,Laptop,3,30000.0,21856,5,2023,8144.0,27.15
ORD-338,2023-02-08,Mobile,3,30000.0,12931,2,2023,17069.0,56.9
ORD-339,2023-12-04,Shirt,1,50000.0,23188,12,2023,26812.0,53.62
ORD-340,2023-12-26,Shoes,1,30000.0,1483,12,2023,28517.0,95.06
ORD-341,2023-05-09,Laptop,1,2000.0,1451,5,2023,549.0,27.45
ORD-342,2023-09-24,Shoes,1,50000.0,5069,9,2023,44931.0,89.86
ORD-343,2024-04-20,Mobile,2,50000.0,14386,4,2024,35614.0,71.23
ORD-347,2023-05-31,Shoes,1,50000.0,19157,5,2023,30843.0,61.69
ORD-348,2024-02-19,Mobile,3,30000.0,23006,2,2024,6994.0,23.31
ORD-349,2024-04-22,Laptop,1,30000.0,10190,4,2024,19810.0,66.03
ORD-350,2023-10-25,Laptop,3,30000.0,19449,10,2023,10551.0,35.17
ORD-351,2023-04-09,Mobile,3,50000.0,30678,4,2023,19322.0,38.64
ORD-352,2023-09-20,Shoes,2,50000.0,15929,9,2023,34071.0,68.14
ORD-353,2023-09-09,Laptop,2,50000.0,8913,9,2023,41087.0,82.17
ORD-354,2023-05-24,Mobile,2,50000.0,10995,5,2023,39005.0,78.01
ORD-355,2023-12-12,Laptop,2,50000.0,27727,12,2023,22273.0,44.55
ORD-356,2023-04-22,Shirt,1,30000.0,2946,4,2023,27054.0,90.18
ORD-357,2024-05-14,Laptop,2,50000.0,37183,5,2024,12817.0,25.63
ORD-358,2023-03-01,Shoes,1,30000.0,2394,3,2023,27606.0,92.02
ORD-359,2024-01-04,Mobile,2,50000.0,3421,1,2024,46579.0,93.16
ORD-360,2023-01-02,Shoes,3,30000.0,21303,1,2023,8697.0,28.99
ORD-361,2024-01-20,Mobile,1,2000.0,20467,1,2024,-18467.0,-923.35
ORD-362,2023-10-31,Shirt,3,2000.0,25504,10,2023,-23504.0,-1175.2
ORD-363,2023-09-11,Mobile,3,30000.0,11980,9,2023,18020.0,60.07
ORD-364,2023-05-20,Laptop,1,2000.0,2844,5,2023,-844.0,-42.2
ORD-365,2024-03-28,Laptop,2,2000.0,35572,3,2024,-33572.0,-1678.6
ORD-366,2023-02-06,Shirt,1,30000.0,19887,2,2023,10113.0,33.71
ORD-367,2023-06-09,Mobile,1,50000.0,19277,6,2023,30723.0,61.45
ORD-368,2023-01-09,Shirt,2,50000.0,38112,1,2023,11888.0,23.78
ORD-369,2023-08-21,Laptop,1,30000.0,23975,8,2023,6025.0,20.08
ORD-372,2023-10-31,Shoes,1,2000.0,2259,10,2023,-259.0,-12.95
ORD-374,2023-05-11,Mobile,1,2000.0,14859,5,2023,-12859.0,-642.95
ORD-375,2024-02-08,Shirt,1,50000.0,26362,2,2024,23638.0,47.28
ORD-376,2023-06-01,Shoes,1,30000.0,28943,6,2023,1057.0,3.52
ORD-377,2023-02-23,Shoes,3,50000.0,22319,2,2023,27681.0,55.36
ORD-378,2023-04-30,Mobile,1,30000.0,36215,4,2023,-6215.0,-20.72
ORD-380,2024-02-12,Laptop,1,50000.0,8697,2,2024,41303.0,82.61
ORD-381,2023-04-26,Shoes,1,50000.0,24075,4,2023,25925.0,51.85
ORD-382,2023-03-16,Laptop,1,2000.0,32360,3,2023,-30360.0,-1518.0
ORD-383,2023-04-23,Shoes,3,30000.0,29160,4,2023,840.0,2.8
ORD-385,2024-02-24,Mobile,3,50000.0,32293,2,2024,17707.0,35.41
ORD-386,2024-02-26,Shirt,1,30000.0,4949,2,2024,25051.0,83.5
ORD-388,2023-12-06,Laptop,1,50000.0,9010,12,2023,40990.0,81.98
ORD-389,2023-09-11,Laptop,1,30000.0,27769,9,2023,2231.0,7.44
ORD-390,2023-08-15,Shirt,2,2000.0,24823,8,2023,-22823.0,-1141.15
ORD-391,2023-04-22,Shoes,2,50000.0,17400,4,2023,32600.0,65.2
ORD-392,2024-04-17,Laptop,1,30000.0,15787,4,2024,14213.0,47.38
ORD-395,2023-12-15,Shirt,2,2000.0,2266,12,2023,-266.0,-13.3
ORD-396,2024-02-06,Mobile,1,50000.0,34246,2,2024,15754.0,31.51
ORD-397,2024-01-19,Laptop,3,2000.0,4977,1,2024,-2977.0,-148.85
ORD-398,2024-01-01,Shirt,2,30000.0,7068,1,2024,22932.0,76.44
ORD-400,2023-07-13,Shoes,1,2000.0,13740,7,2023,-11740.0,-587.0
ORD-401,2023-11-06,Shirt,1,50000.0,23797,11,2023,26203.0,52.41
ORD-402,2023-06-12,Laptop,1,30000.0,8791,6,2023,21209.0,70.7
ORD-403,2023-07-27,Shirt,3,50000.0,1485,7,2023,48515.0,97.03
ORD-404,2024-03-20,Laptop,1,2000.0,31695,3,2024,-29695.0,-1484.75
ORD-407,2023-06-10,Shirt,2,2000.0,26436,6,2023,-24436.0,-1221.8
ORD-408,2023-03-09,Shoes,1,50000.0,16092,3,2023,33908.0,67.82
ORD-409,2023-10-16,Shoes,2,50000.0,35771,10,2023,14229.0,28.46
ORD-410,2024-02-02,Shoes,1,50000.0,2471,2,2024,47529.0,95.06
ORD-411,2023-10-04,Laptop,1,50000.0,28696,10,2023,21304.0,42.61
ORD-413,2024-02-08,Laptop,2,50000.0,8856,2,2024,41144.0,82.29
ORD-414,2024-01-19,Shoes,3,2000.0,29611,1,2024,-27611.0,-1380.55
ORD-415,2024-01-27,Shirt,3,2000.0,10365,1,2024,-8365.0,-418.25
ORD-416,2023-05-15,Shoes,1,2000.0,35373,5,2023,-33373.0,-1668.65
ORD-417,2023-07-14,Shirt,3,2000.0,6664,7,2023,-4664.0,-233.2
ORD-418,2024-02-05,Mobile,1,50000.0,24323,2,2024,25677.0,51.35
ORD-420,2023-02-02,Laptop,2,30000.0,6379,2,2023,23621.0,78.74
ORD-421,2023-06-25,Laptop,2,50000.0,3124,6,2023,46876.0,93.75
ORD-422,2024-04-04,Laptop,1,30000.0,32536,4,2024,-2536.0,-8.45
ORD-424,2024-01-06,Laptop,3,50000.0,7794,1,2024,42206.0,84.41
ORD-425,2024-04-14,Laptop,2,30000.0,30218,4,2024,-218.0,-0.73
ORD-427,2023-01-22,Mobile,2,30000.0,37074,1,2023,-7074.0,-23.58
ORD-428,2023-08-26,Shirt,2,2000.0,28977,8,2023,-26977.0,-1348.85
ORD-429,2023-06-07,Shirt,2,2000.0,29359,6,2023,-27359.0,-1367.95
ORD-432,2023-12-31,Mobile,1,30000.0,10070,12,2023,19930.0,66.43
ORD-434,2024-03-13,Mobile,1,2000.0,19703,3,2024,-17703.0,-885.15
ORD-435,2023-09-21,Mobile,1,2000.0,20267,9,2023,-18267.0,-913.35
ORD-436,2023-10-10,Shirt,1,50000.0,15133,10,2023,34867.0,69.73
ORD-437,2023-01-27,Shoes,2,30000.0,29571,1,2023,429.0,1.43
ORD-441,2023-04-07,Shirt,2,30000.0,20003,4,2023,9997.0,33.32
ORD-442,2023-10-11,Mobile,1,2000.0,22871,10,2023,-20871.0,-1043.55
